glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref,glytoucan_id,predicted_taxonomy,glycan_type,immunogenicity,disease_association,disease_id,disease_sample,disease_direction,disease_ref,disease_species,tissue_sample,tissue_id,tissue_ref,tissue_species,Composition,readable
GalOS(b1-3)GlcNAc(b1-2)Man(a1-3)[ManOMe(a1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Crassostrea_virginica'],['Crassostrea'],['Ostreidae'],['Ostreida'],['Bivalvia'],['Mollusca'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/23824194/'],,,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 5, 'HexNAc': 3, 'Me': 1, 'S': 1}",True
Glc(a1-2)Glc(a1-2)Glc(a1-3)[Glc(a1-3)[Glc(a1-6)]Glc(a1-6)]Glc(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G96568DQ,Bacteria,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 7, 'HexNAc': 2}",True
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,"['Bothrops_moojeni', 'Equus_caballus']","['Bothrops', 'Equus']","['Viperidae', 'Equidae']","['Squamata', 'Perissodactyla']","['Reptilia', 'Mammalia']","['Chordata', 'Chordata']","['Animalia', 'Animalia']","['Eukarya', 'Eukarya']","['', '']",G55953GF,,N,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 4, 'Hex': 4, 'dHex': 1}",True
Gal(b1-998)GlcNAc(b1-998)[Gal(b1-998)GlcNAc(b1-998)]Man(a1-998)[Gal(b1-998)GlcNAc(b1-998)[Gal(b1-998)GlcNAc(b1-998)]Man(a1-998)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-998)]GlcNAc,[],[],[],[],[],[],[],[],[],G73052WE,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 7, 'HexNAc': 6, 'dHex': 1}",True
Glc(b1-2)[Glc(b1-3)]Glc1Fer6Ac(a1-2)Fruf1FerOBz,['Polygala_senega'],['Polygala'],['Polygalaceae'],['Fabales'],['Dicotyledons'],['Angiosperms'],['Plantae'],['Eukarya'],[''],,,,,[],[],[],[],[],[],[],[],[],[],{},True
Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)GalNAc(a1-3)GalNAc,['Escherichia_coli'],['Escherichia'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],G58162TA,,,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 1, 'Hex': 2, 'HexNAc': 2}",True
Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,"['Bos_taurus', 'Ginglymostoma_cirratum']","['Bos', 'Ginglymostoma']","['Bovidae', 'Ginglymostomatidae']","['Artiodactyla', 'Orectolobiformes']","['Mammalia', 'Chondrichthyes']","['Chordata', 'Chordata']","['Animalia', 'Animalia']","['Eukarya', 'Eukarya']","['', 'https://pubmed.ncbi.nlm.nih.gov/19156518/']",G61684ET,,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 6, 'HexNAc': 5, 'dHex': 1}",True
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-998)[GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,[],[],[],[],[],[],[],[],[],G23584OQ,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 1, 'Hex': 3, 'HexNAc': 4, 'dHex': 1}",True
Neu5Ac(a2-8)Neu5Gc(a2-998)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Gc(a2-998)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G27975XE,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 1, 'Neu5Gc': 2, 'Hex': 9, 'HexNAc': 6, 'dHex': 1}",True
Gal(b1-3)Gal(b1-4)Glc(b1-4)Gal,[],[],[],[],[],[],[],[],[],G29911XO,Bacteria,,,[],[],[],[],[],[],[],[],[],[],{'Hex': 4},True
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-998)[Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-998)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Homo_sapiens', 'Camelus_dromedarius']","['Homo', 'Camelus']","['Hominidae', 'Camelidae']","['Primates', 'Artiodactyla']","['Mammalia', 'Mammalia']","['Chordata', 'Chordata']","['Animalia', 'Animalia']","['Eukarya', 'Eukarya']","['https://www.mcponline.org/article/S1535-9476(20)35140-9/fulltext', 'https://pubmed.ncbi.nlm.nih.gov/27428249/']",G54607KQ,,N,,[],[],[],[],[],[],"['prostate_gland', 'blood_serum']","['UBERON:0002367', 'UBERON:0001977']","['https://www.mcponline.org/article/S1535-9476(20)35140-9/fulltext', 'https://pubmed.ncbi.nlm.nih.gov/27428249/']","['Homo_sapiens', 'Camelus_dromedarius']","{'Neu5Ac': 1, 'Hex': 5, 'HexNAc': 4, 'Neu5Gc': 1}",True
Glc(a1-4)ManNAcA(b1-4)GlcNAc(b1-6)Glc,['Bacillus_subtilis'],['Bacillus'],['Bacillaceae'],['Bacillales'],['Bacilli'],['Firmicutes'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 2, 'HexNAc': 2}",True
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)Gal(b1-4)Glc-ol,['Capra_hircus'],['Capra'],['Bovidae'],['Artiodactyla'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/33141570/'],G16832RX,Animalia,free,,[],[],[],[],[],[],['milk'],['UBERON:0001913'],['https://pubmed.ncbi.nlm.nih.gov/33141570/'],['Capra_hircus'],"{'dHex': 1, 'Hex': 3, 'HexNAc': 1}",True
Rha(a1-2)Rha(a1-2)Rha(a1-3)Rha(a1-3)Man,[],[],[],[],[],[],[],[],[],G24549MW,Bacteria,,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 4, 'Hex': 1}",True
GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]GlcNAc(b1-4)GlcNAc,['Trichuris_suis'],['Trichuris'],['Trichuridae'],['Trichocephalida'],['Enoplea'],['Nematoda'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/26650734/'],,,N,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 3, 'Hex': 2}",True
Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)][Araf(a1-2)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc-ol,['Acer_pseudoplatanus'],['Acer'],['Sapindaceae'],['Sapindales'],['Dicotyledons'],['Angiosperms'],['Plantae'],['Eukarya'],[''],,,free,,[],[],[],[],[],[],[],[],[],[],{},True
Rha(a1-3)ManOPyr(a1-3)Gal(a1-3)Rha,['Rhodococcus_hoagii'],['Rhodococcus'],['Nocardiaceae'],['Actinomycetales'],['Actinobacteria'],['Actinobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 2, 'Hex': 2, 'P': 1}",True
RhaOAc(a1-3)[Glc(a1-4)]GlcNAc,['Shigella_flexneri'],['Shigella'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 1, 'Hex': 1, 'HexNAc': 1, 'Ac': 1}",True
Neu5Ac(a2-998)Gal(a1-999)GlcNAc(a1-999)Gal(a1-999)GlcNAc(a1-999)[Neu5Ac(a2-998)Gal(b1-998)GlcNAc(b1-998)]Man(a1-998)[Neu5Gc(a2-998)Gal(b1-998)GlcNAc(b1-998)[Gal(b1-998)GlcNAc(b1-998)]Man(a1-998)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-998)]GlcNAc,[],[],[],[],[],[],[],[],[],G97130GW,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 2, 'Hex': 8, 'HexNAc': 8, 'Neu5Gc': 1, 'dHex': 1}",True
Xyl(a1-999)Gal2Me,[],[],[],[],[],[],[],[],[],G25456QC,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Pen': 1, 'Hex': 1, 'Me': 1}",True
Fruf(a1-999)Fruf(a1-999)[Fruf(a1-999)]Glc,[],[],[],[],[],[],[],[],[],G26931ZL,Plantae,,,[],[],[],[],[],[],[],[],[],[],{},True
Gal(a1-999)[Fuc(a1-998)]GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],[''],G71367OV,,N,,[],[],[],[],[],[],['pancreas'],['UBERON:0001264'],['https://doi.org/10.1042/bj2780505'],['Homo_sapiens'],"{'Hex': 5, 'dHex': 2, 'HexNAc': 4}",True
GlcA(b1-4)GlcA(b1-3)GlcNAc(a1-8)8eLeg5Ac7Ac,['Providencia_stuartii'],['Providencia'],['Morganellaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],{},True
Neu5Ac(a2-998)Gal(a1-999)[D-Fuc(a1-999)]GlcNAc(a1-999)Gal(a1-999)GlcNAc(a1-999)Gal(b1-998)GlcNAc(b1-998)[Gal(b1-998)]GalNAc,[],[],[],[],[],[],[],[],[],G26552RV,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 1, 'Hex': 4, 'dHex': 1, 'HexNAc': 4}",True
Neu5Ac(a2-998)Gal(a1-999)GlcNAc(a1-999)[Neu5Ac(a2-998)Gal(a1-999)GlcNAc(a1-999)][Gal(a1-999)GlcNAc(b1-998)]Man(a1-998)[Neu5Gc(a2-998)Gal(b1-998)GlcNAc(b1-998)[Neu5Gc(a2-998)Gal(b1-998)GlcNAc(b1-998)]Man(a1-998)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G45872ZJ,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 2, 'Hex': 8, 'HexNAc': 7, 'Neu5Gc': 2}",True
GlcNAcOAc(b1-4)GlcA6Ac(a1-2)[Ribf(b1-3)]RhaOAc(a1-3)Rha(b1-4)Rha(b1-3)GlcNAcOAc,['Shigella_boydii'],['Shigella'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],{},True
Man(a1-6)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Gal(b1-4)Fuc(a1-6)]GlcNAc,['Schmidtea_mediterranea'],['Schmidtea'],['Dugesiidae'],['Tricladida'],['Rhabditophora'],['Platyhelminthes'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/29475940/'],,,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 5, 'HexNAc': 2, 'dHex': 1}",True
D-Ara(b1-2)[Ara(b1-3)]Gal,[],[],[],[],[],[],[],[],[],G58916AQ,Plantae,,,[],[],[],[],[],[],[],[],[],[],"{'Pen': 2, 'Hex': 1}",True
GalNAc(b1-4)[Glc(a1-2)Man6P(a1-2)Man(a1-6)]Man2P(a1-4)GlcN,[],[],[],[],[],[],[],[],[],G57354UK,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 1, 'Hex': 4, 'HexN': 1, 'P': 2}",True
Neu5Ac(a2-998)Gal6S(a1-999)[Fuc(a1-999)]GlcNAc(a1-999)[Neu5Ac(a2-998)Gal(a1-999)]GalNAc,[],[],[],[],[],[],[],[],[],G28975MI,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 2, 'Hex': 2, 'dHex': 1, 'HexNAc': 2, 'S': 1}",True
HexNAc(b1-998)GlcNAc(b1-2)Man(a1-998)[GlcNAc(b1-2)Man(a1-998)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Angiostrongylus_cantonensis'],['Angiostrongylus'],['Angiostrongylidae'],['Rhabditida'],['Chromadorea'],['Nematoda'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/26650734/'],,,N,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 5, 'Hex': 3}",True
Rha3PEtN(a1-2)Rha3PEtN(a1-3)Rha2Ac(a1-3)[Glc(a1-6)]GlcNAc(b1-2)Rha3PEtN,['Shigella_flexneri'],['Shigella'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],['https://pubmed.ncbi.nlm.nih.gov/24379081/'],,,,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 4, 'Hex': 1, 'HexNAc': 1, 'PEtN': 3, 'Ac': 1}",True
Gal3S(b1-3)[Neu5Ac(a2-6)]GalNAc,['Danio_rerio'],['Danio'],['Cyprinidae'],['Cypriniformes'],['Actinopterygii'],['Chordata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/34988116/'],,,O,,[],[],[],[],[],[],"['brain', 'intestine']","['UBERON:0000955', 'UBERON:0000160']","['https://pubmed.ncbi.nlm.nih.gov/34988116/', 'https://pubmed.ncbi.nlm.nih.gov/34988116/']","['Danio_rerio', 'Danio_rerio']","{'Hex': 1, 'Neu5Ac': 1, 'HexNAc': 1, 'S': 1}",True
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc-ol,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],['https://academic.oup.com/glycob/article/31/4/391/5943024'],,,free,,[],[],[],[],[],[],['urine'],['UBERON:0001088'],['https://academic.oup.com/glycob/article/31/4/391/5943024'],['Homo_sapiens'],"{'Neu5Ac': 1, 'Hex': 4, 'HexNAc': 2}",True
Man(a1-2)Man(a1-2)Man(a1-3)[Gal(a1-999)Man(a1-2)Man(a1-3)[Gal(a1-999)Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G73311FQ,Excavata,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 11, 'HexNAc': 2}",True
Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc,[],[],[],[],[],[],[],[],[],,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 6, 'HexNAc': 4, 'dHex': 2}",True
Fuc(a1-2)[Gal(a1-3)]Gal(b1-4)Glc1Cer,['Rattus_norvegicus'],['Rattus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/7437454/'],G31457FJ,Animalia,lipid,,[],[],[],[],[],[],['large_intestine'],['UBERON:0000059'],['https://pubmed.ncbi.nlm.nih.gov/7437454/'],['Rattus_norvegicus'],"{'dHex': 1, 'Hex': 3}",True
Gal(a1-6)Gal(a1-6)Gal(a1-6)[Fuc(a1-3)]Gal(a1-6)Gal,['Hericium_erinaceus'],['Hericium'],['Hericiaceae'],['Russulales'],['Agaricomycetes'],['Basidiomycota'],['Fungi'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/27083809/'],,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 5, 'dHex': 1}",True
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Man(b1-4)Glc-ol,[],[],[],[],[],[],[],[],[],G00597FE,Animalia,free,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 1, 'Hex': 4, 'HexNAc': 2, 'dHex': 1}",True
Gal4Pyr6Pyr(b1-3)GlcNAc(b1-4)GlcA(b1-3)QuiNAc4NAc(b1-2)Gal4Pyr,['Acinetobacter_baumannii'],['Acinetobacter'],['Moraxellaceae'],['Pseudomonadales'],['Gammaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],['https://pubmed.ncbi.nlm.nih.gov/30107435/'],,,,,[],[],[],[],[],[],[],[],[],[],{},True
Gal(b1-2)[Abe(a1-3)]Man,[],[],[],[],[],[],[],[],[],G73960CU,Bacteria,,,[],[],[],[],[],[],[],[],[],[],{},True
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Animalia'],['Eukarya'],[''],G81096RM,,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 1, 'Hex': 15, 'HexNAc': 14, 'dHex': 6}",True
Man(a1-3)[GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,[],[],[],[],[],[],[],[],[],G64826XB,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 2, 'HexNAc': 3, 'dHex': 1}",True
Neu5Ac(a2-8)Neu5Gc(a2-3)[Neu5Gc(a2-8)Neu5Gc(a2-3)Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc,[],[],[],[],[],[],[],[],[],G38907GN,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 1, 'Neu5Gc': 3, 'Hex': 3, 'HexNAc': 1}",True
Gal(a1-3)ManOPyr(a1-3)Rha(a1-3)Gal,['Rhodococcus_hoagii'],['Rhodococcus'],['Nocardiaceae'],['Actinomycetales'],['Actinobacteria'],['Actinobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 3, 'dHex': 1, 'P': 1}",True
GlcNAc(b1-3)Gal(b1-4)Glc(b1-4)[GlcNAc(a1-2)LDManHepOPEtN(a1-3)]LDManHep(a1-5)[Kdo(2-4)]Kdo,['Neisseria_meningitidis'],['Neisseria'],['Neisseriaceae'],['Neisseriales'],['Betaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],{},True
Gal(b1-3)[Neu5Ac(b2-6)]GlcNAc,[],[],[],[],[],[],[],[],[],G76952DB,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 1, 'Neu5Ac': 1, 'HexNAc': 1}",True
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,[],[],[],[],[],[],[],[],[],G17848HM,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 5, 'Hex': 4, 'Neu5Ac': 1, 'dHex': 1}",True
Gal(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc6S(b1-6)]GalNAc,[],[],[],[],[],[],[],[],[],G88837PJ,Animalia,O,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 2, 'dHex': 1, 'HexNAc': 2, 'S': 1}",True
Gal(b1-998)GlcNAc(b1-998)[GlcNAc(b1-998)]Man(a1-998)[Man(a1-998)[Man(a1-998)]Man(a1-998)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G00207YQ,Fungi,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 6, 'HexNAc': 4}",True
ManOMe(a1-998)ManOMe(a1-998)[ManOMe(a1-998)]GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Xyl(b1-2)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Helix_lucorum'],['Helix'],['Helicidae'],['Stylommatophora'],['Gastropoda'],['Mollusca'],['Animalia'],['Eukarya'],['https://www.mdpi.com/2218-273X/10/11/1470'],,,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 6, 'HexNAc': 4, 'Pen': 1, 'dHex': 1, 'Me': 3}",True
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(b1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G67976UK,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 9, 'HexNAc': 2}",True
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Kdn(a2-6)]GalNAc,['Pleurodeles_waltl'],['Pleurodeles'],['Salamandridae'],['Urodela'],['Amphibia'],['Chordata'],['Animalia'],['Eukarya'],['https://pubmed.ncbi.nlm.nih.gov/1371971/'],G78827SB,,O,,[],[],[],[],[],[],[],[],[],[],"{'dHex': 2, 'HexNAc': 3, 'Hex': 1, 'Kdn': 1}",True
Gal(b1-4)GlcNAc(b1-2)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,[],[],[],[],[],[],[],[],[],G56492IM,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 6, 'HexNAc': 5, 'dHex': 2}",True
Kdo(b2-3)ManOMe(b1-5)Kdo,['Sinorhizobium_sp'],['Sinorhizobium'],['Rhizobiaceae'],['Rhizobiales'],['Alphaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],{},True
GlcNAc(a1-999)ManA2NAc(a1-999)L-GalA2NAc4Ac,[],[],[],[],[],[],[],[],[],G24104UH,Bacteria,,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 1, 'HexA': 2, 'Ac': 1}",True
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,[],[],[],[],[],[],[],[],[],G20009FG,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 1, 'Hex': 6, 'HexNAc': 4, 'dHex': 1}",True
Man(a1-999)Glc(a1-999)D-Rha,[],[],[],[],[],[],[],[],[],G46060KX,Bacteria,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 2, 'dHex': 1}",True
Kdn9Me(a2-4)GlcA2S3Ac(a1-4)Kdn9Me,['Poseidonocella_sedimentorum'],['Poseidonocella'],['Rhodobacteraceae'],['Rhodobacterales'],['Alphaproteobacteria'],['Proteobacteria'],['Bacteria'],['Bacteria'],['https://www.sciencedirect.com/science/article/pii/S0144861718310178'],,,,,[],[],[],[],[],[],[],[],[],[],"{'Kdn': 2, 'HexA': 1, 'Me': 2, 'S': 1, 'Ac': 1}",True
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,[],[],[],[],[],[],[],[],[],G86388AX,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 2, 'Hex': 4, 'HexNAc': 2}",True
Glc(b1-4)GlcAOPyr(b1-4)Fuc(a1-3)Glc,['Mycobacterium_convolutum'],['Mycobacterium'],['Mycobacteriaceae'],['Actinomycetales'],['Actinobacteria'],['Actinobacteria'],['Bacteria'],['Bacteria'],[''],,,,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 2, 'HexA': 1, 'dHex': 1, 'P': 1}",True
Araf(a1-999)Rha(a1-999)Glc,[],[],[],[],[],[],[],[],[],G10726SX,Plantae,,,[],[],[],[],[],[],[],[],[],[],{},True
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(a1-4)[D-Fuc(b1-6)]GlcNAc,[],[],[],[],[],[],[],[],[],G55748AZ,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 1, 'Hex': 5, 'HexNAc': 3, 'dHex': 1}",True
GlcNAc(a1-999)Gal(a1-999)GlcNAc(a1-999)Gal(a1-999)GlcNAc(a1-999)Gal(a1-999)GlcNAc(a1-999)Gal(a1-999)GlcNAc(a1-999)GalNAc,[],[],[],[],[],[],[],[],[],G97158KW,Animalia,,,[],[],[],[],[],[],[],[],[],[],"{'HexNAc': 6, 'Hex': 4}",True
Neu5Ac(a2-998)Gal(a1-999)GlcNAc6S(a1-999)Man(a1-999)[Man(a1-998)[Man(a1-998)]Man(a1-998)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-998)]GlcNAc,[],[],[],[],[],[],[],[],[],G40954WK,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Neu5Ac': 1, 'Hex': 6, 'HexNAc': 3, 'dHex': 1, 'S': 1}",True
Xyl(a1-999)Man(a1-999)GlcNAc,[],[],[],[],[],[],[],[],[],G68718PQ,Plantae,,,[],[],[],[],[],[],[],[],[],[],"{'Pen': 1, 'Hex': 1, 'HexNAc': 1}",True
Gal(a1-999)Gal(b1-998)GlcNAc(b1-998)[Gal(b1-998)GlcNAc(b1-998)]Man(a1-998)[Neu5Gc(a2-998)Gal(b1-998)GlcNAc(b1-998)[Gal(b1-998)GlcNAc(b1-998)]Man(a1-998)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,[],[],[],[],[],[],[],[],[],G69889WU,Animalia,N,,[],[],[],[],[],[],[],[],[],[],"{'Hex': 8, 'HexNAc': 7, 'Neu5Gc': 1}",True
